primarySlug,restaurant_id,name,address,city,supportsDelivery,supportsPickup,paymentMethods,ratings,ratingsNumber,deliveryScoober,durationRangeMin,durationRangeMax,deliveryFee,minOrder,longitude,latitude
burger-factory-bruxelles,31P010QN,Burger Factory,Chaussée de Louvain 25A,Bruxelles,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.2,41,0,20,30,3.99,20.0,4.3710256,50.84949
greekit-house-of-souvlaki,31P17R7N,Greekit - House of Souvlaki,Avenue Livingstone 20,Brussel,0,1,"['bancontact', 'paypal', 'creditcard']",4.6,8,1,60,70,3.84,15.0,4.3775984,50.8455961
chicken-factory-bruxelles,31QO777N,Chicken Factory,Chaussée de Louvain 25,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.4,163,0,30,55,3.99,20.0,4.3710256,50.84949
slada-laeken,31R1077N,Slada,Rue Dieudonné Lefevre 4,Laeken,0,1,"['bancontact', 'paypal', 'creditcard']",4.5,13,1,55,65,3.1,18.0,4.3485478,50.8709862
starbucks-schuman,31RP10QN,Starbucks ©,Wetstraat z/n,Etterbeek,0,1,"['bancontact', 'paypal', 'creditcard']",4.0,15,1,45,55,0.0,15.0,4.382156,50.84276
manhattan-sushi,3373O77N,Manhattan Sushi,Rue Franklin 99A,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,30,40,2.99,12.0,4.3882042,50.8457285
kaza,33OQPR7N,Kaza,Avenue Princesse Élisabeth 140,Schaerbeek,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.8,109,0,20,45,3.99,20.0,4.3788859,50.8762053
le-prince-downtown-new,33Q17Q7N,Le Prince Downtown,Rue Grétry 56,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",2.8,4,1,55,65,5.59,18.0,4.3531698,50.8487352
la-cite-du-dragon,33Q5O7,La Cité Du Dragon,Chaussée de Waterloo 1022-1024,Uccle,1,1,"['bancontact', 'paypal', 'creditcard']",4.3,1508,0,40,65,0.0,60.0,4.3746755,50.800436
chikyy,33QR00QN,Chikyy,Rue du Trône 133A,Ixelles,0,1,"['bancontact', 'paypal', 'creditcard']",5.0,4,1,65,75,5.59,18.0,4.3709083,50.8361031
meli-mely,35P1771,Meli Mely,Chaussée De Louvain 523,Schaerbeek,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.6,1136,0,25,50,0.0,30.0,4.3995761,50.8554279
starbucks-gare-du-nordnoord,35QP10QN,Starbucks ©,Vooruitgangstraat 76,Schaerbeek,0,1,"['bancontact', 'paypal', 'creditcard']",4.0,14,1,50,60,0.0,15.0,4.3610623,50.8602797
wingsstreet-schaerbeek,35RPQQ7N,Wingsstreet,Place Des Bienfaiteurs 15A,Schaerbeek,1,1,"['bancontact', 'paypal', 'creditcard']",3.9,16,0,50,75,4.99,20.0,4.3848051,50.8575766
snack-la-couronne,3701N57N,Snack La Couronne,Avenue de la Couronne 67,Ixelles,0,1,"['bancontact', 'paypal', 'creditcard']",3.9,6,1,50,60,5.59,18.0,4.3786763,50.8297666
latelier-a-pizza-helmet,371ORQ1,L'Atelier à Pizza,Chaussée de Helmet 315,Schaerbeek,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.8,1558,0,30,55,0.0,20.0,4.389446,50.8752315
kfc-brussels,375ON37N,KFC,Kruidtuinlaan 13A,Brussel,0,1,"['bancontact', 'paypal', 'creditcard']",2.1,211,1,60,70,0.0,18.0,4.3578964,50.8551088
sushi-world-bruxelles,3N3RO,Sushi World,Rue Des Cultes 5,Bruxelles,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.8,967,0,65,90,4.95,35.0,4.3670471,50.8497791
starbucks-montgomery,3NQP10QN,Starbucks ©,Tervurenlaan 162,Sint-Pieters-Woluwe,0,1,"['bancontact', 'paypal', 'creditcard']",2.6,6,1,60,70,0.0,15.0,4.4098591,50.8373976
einab-syrian-sweets,3NR7RR7N,Einab Syrian Sweets,Rue du Marché aux Herbes 66,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,55,65,5.59,18.0,4.3534435,50.8473113
yann-culinary,3O01377N,Yann Culinary,Rue Archimède 71,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.4,8,1,65,75,3.84,15.0,4.3839638,50.845223
snack-emirdag-rogier,3O35RP7N,Snack Emirdag,Rue Rogier 180,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.5,20,1,45,55,2.99,12.0,4.3676555,50.8617171
le-mezze-chez-firas,3OO0Q57N,Le Mezze - Chez Firas,Chaussée de Louvain 228,Brussel,0,1,"['bancontact', 'paypal', 'creditcard']",3.7,3,1,55,65,2.99,12.0,4.3797687,50.8499175
time-break,3OQ51R7N,Time Break,Avenue de Roodebeek 141,Schaerbeek,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,2.49,10.0,4.4015061,50.8485946
met-jeanine,3ORO137N,Met Jeaninne,Avenue d'Auderghem 152,Etterbeek,0,1,"['bancontact', 'paypal', 'creditcard']",4.7,5,1,55,65,3.84,15.0,4.3873093,50.836394
corner-churros,3P17QQ7N,Corner Churros,Rue de Pavie 45A,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,30,40,2.99,12.0,4.3836746,50.84942
caleo-cafe,3P1O137N,Caléo Café,Rue Bouré 1,Ixelles,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,30,40,5.59,18.0,4.3660869,50.8358051
nawab-restaurant,3P3P577N,Nawab Restaurant - Indiani Pakistani,Rue Stevin 168,Brussel-Hoofdstad,0,1,"['bancontact', 'paypal', 'creditcard']",3.4,13,1,55,65,2.99,12.0,4.3835191,50.8443336
the-public-house-12-ixelles,3Q170Q7N,The Public House 12,Place de Londres 12,Ixelles,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,55,65,5.59,18.0,4.3681528,50.8380893
chez-bibo,3Q17PQ7N,Chez Bibo,Rue Josaphat 106,Schaerbeek,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.2,224,0,30,55,0.0,20.0,4.3744582,50.8584814
tonton-chami-madou,3Q30OR7N,Tonton Chami,Place saint-josse 1,Saint-Josse-ten-Noode,0,1,"['bancontact', 'paypal', 'creditcard']",3.3,52,1,65,75,3.84,15.0,4.3737382,50.8496011
snack-nador,3Q51377N,Snack Nador,Rue de Laeken 50,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",2.4,4,1,55,65,5.59,18.0,4.3511538,50.8526721
ocheese-saint-josse-ten-noode,3QQ0R57N,O'Cheese Burger,Rue des Moissons 6,Saint-Josse-ten-Noode,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.4,285,0,30,55,2.0,20.0,4.3744347,50.8528502
aragon,3QQ1377N,Aragon,Place des Gueux 1,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",3.7,3,1,55,65,2.99,12.0,4.3905735,50.8470511
hawaiian-poke-bowl-arenberg,3QQ3PQ7N,Hawaiian Poke Bowl,Rue d'Arenberg 46,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",3.8,19,1,60,70,5.59,18.0,4.3570805,50.8479641
starbucks-rogier,3QQP10QN,Starbucks ©,Place Charles Rogier 1,Saint-Josse-Ten-Noode,0,1,"['bancontact', 'paypal', 'creditcard']",3.1,13,1,50,60,0.0,18.0,4.359308,50.85535
shaky-burger,3R05137N,Shaky Burger,Boulevard des Quatre Journees 39,Saint-Josse-ten-Noode,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.1,389,0,30,55,2.5,10.0,4.3783707,50.8526851
oakberry,3RN7PR7N,Oakberry,Rue Belliard 218,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",5.0,4,1,65,75,3.84,15.0,4.3820352,50.8400834
pizza-liloo,3RNP151,Pizza Liloo,Chaussée De Wavre 580/1,Etterbeek,0,1,"['bancontact', 'paypal', 'creditcard']",4.8,18,1,60,70,3.84,15.0,4.3867319,50.8327665
onder-pide-new,3ROO0O7N,Onder Pide,Rue Josaphat 94,Schaerbeek,0,1,"['bancontact', 'paypal', 'creditcard']",4.3,38,1,60,70,2.99,12.0,4.374166,50.8582148
sushi-house-2,50R75NN,Sushi House Ixelles,Avenue De La Couronne 431/2,Ixelles,1,1,"['bancontact', 'paypal', 'creditcard']",4.8,3027,0,20,45,0.0,35.0,4.391925,50.816666
bombay-inn,510Q3NN,Bombay inn,Rue de la Fourche 38,Bruxelles-Capitale,0,1,"['bancontact', 'paypal', 'creditcard']",4.7,28,1,60,70,5.59,18.0,4.3533476,50.8486769
asya-pizzaria,51P3153,Asya Pizzeria,Place Houwaert 3,Saint-Josse-ten-Noode,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.7,1151,0,20,45,0.0,20.0,4.3733986,50.8529898
snack-aladdin,531R0R3,Snack Aladdin,Place Raymond Blyckaerts 3,Ixelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.3,14,1,50,60,5.59,18.0,4.3740091,50.8330455
la-riviera-bruxelles,533QQ7N,La Riviera,Rue Franklin 10,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",3.7,17,1,60,70,2.99,12.0,4.3844286,50.8445235
al-carso,55Q5Q0N,Al Carso,Avenue Georges Henri 294,Woluwe Saint-Lambert,0,1,"['bancontact', 'paypal', 'creditcard']",4.1,69,1,60,70,2.49,10.0,4.41091,50.8435613
poulet-servisss,55QQ373,La Plume,Chaussée de Haecht 56,Saint-Josse-ten-Noode,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,40,50,3.84,15.0,4.3685833,50.8557255
bns,577531N,New Saigon Bangkok,Rue de la Pacification 36,Saint-Josse-ten-Noode,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.6,853,0,30,55,1.0,20.0,4.3757999,50.8485676
snack-sympa,5NQ07PN,Snack Sympa,Chaussée De Wavre 85,Ixelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.9,85,1,50,60,5.59,18.0,4.3661102,50.8365798
napoli-da-leonardo-1,5O07503,Ristorante Pizzeria Napoli,Avenue Chazal 46,Schaerbeek,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.3,86,1,60,70,2.99,12.0,4.3884612,50.8542273
pizzevia-ciao-ciao,5O13NON,Ciao Ciao Pizzeria,Avenue Princesse Elisabeth 54,Schaerbeek,0,1,"['bancontact', 'paypal', 'creditcard']",4.1,26,1,55,65,0.5,12.0,4.3771332,50.8731265
miyako,5O1RO73,Miyako,avenue d'Auderghem 106,Etterbeek,0,1,"['bancontact', 'paypal', 'creditcard']",4.5,472,1,60,70,3.84,15.0,4.3866768,50.8376348
star-of-asia-1,5O7RNP3,Star of Asia,Rue de Trèves 8,Ixelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.3,26,1,55,65,5.59,18.0,4.3724794,50.8380471
pizza-alba,5OQ01R3,Il Girasole,Avenue du cimetière de Bruxelles 17,Bruxelles,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.8,1869,0,20,45,0.0,19.0,4.414599,50.8595982
il-veliero,5OR07PN,Il Veliero,Rue Général Leman 15,Etterbeek,0,1,"['bancontact', 'paypal', 'creditcard']",3.9,14,1,60,70,3.84,15.0,4.3825068,50.8365436
shezan,5PONN3N,Shezan,Chaussée De Wavre 120,Ixelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.1,149,1,40,50,5.59,18.0,4.367369,50.8365056
orchidee-rose,5QN3O3N,L'Orchidée Rose,Rue Van Artevelde 16,Bruxelles,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.9,1096,0,50,75,0.0,55.0,4.3472968,50.8484318
atlasresto,5RO103N,Atlasresto,Rue de Brabant 47,Schaerbeek,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.1,228,1,40,50,3.84,15.0,4.3623686,50.8595094
mumtaz,5RPNO73,Mumtaz,Chaussée de Wavre 64,Ixelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.5,167,1,60,70,5.59,18.0,4.365068,50.8369908
konya,N00ROPR,Konya,Rue Meridien 69,Saint-Josse-Ten-Noode,0,1,"['bancontact', 'paypal', 'creditcard']",4.1,8,1,45,55,3.84,15.0,4.3688113,50.8551593
rio-sushi-1200,N01P70Q,Rio Sushi,George henri 258,Woluwe-Saint-Lambert,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",4.5,1133,0,30,55,0.0,20.0,4.4126003,50.8439714
yama-sushi-woluwe-saint-lambert,N05107R,Yama Sushi,Avenue Georges Henri 223,Sint-Lambrechts-Woluwe,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.8,949,0,30,55,0.0,25.0,4.4162828,50.8446072
la-sardegna,N05ORN5,La Sardegna,Rue des Deux Eglises 85,Saint-Josse-ten-Noode,0,1,"['bancontact', 'paypal', 'creditcard']",4.4,127,1,60,70,3.84,15.0,4.3739435,50.8482825
le-paradis-du-liban,N07Q307,Le Paradis du Liban,Avenue de Tervuren 7,Etterbeek,0,1,"['bancontact', 'paypal', 'creditcard']",4.2,31,1,60,70,2.99,12.0,4.3980574,50.8389983
pizzeria-istanbul-schaerbeek,N07Q3P7,Pizzeria Istanbul,Chaussée Haecht 384,Schaerbeek,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.6,469,0,25,50,0.0,15.0,4.3758645,50.8665692
tom-yam-bruxelles,N0O50OR,Tom Yam,chaussée De Boondael 341,Bruxelles,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.6,467,0,40,65,0.0,30.0,4.38383,50.8186021
turkuaz-kebap,N0Q7715,Turkuaz Kebap,Rue des Deux Églises 142,Saint-Josse-Ten-Noode,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.1,18,1,40,50,3.84,15.0,4.3741259,50.8493196
hanedan-kebap-pizzeria,N0R00NQ,Hanedan Kebap & Pizzeria,Chausée de Haecht 79,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.2,172,1,55,65,2.99,12.0,4.3692621,50.8570929
poule-poulette-bruxelles,N10NNRQ,Poule & Poulette,Place Jourdan 70,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.7,139,1,55,65,3.84,15.0,4.380693,50.8375441
barakat,N11QQRO,Baraka't Kacem,Rue de l'Enseignement 55,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.4,36,1,65,75,3.84,15.0,4.3648236,50.8485461
topogigio,N13505Q,TopoGigio,Rue du Noyer 95,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.2,54,1,45,55,2.99,12.0,4.3892687,50.8492029
pyramides-schaerbeek,N17NQ7R,Pyramides,rue de brabant 159,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.5,29,1,45,55,2.99,12.0,4.3651691,50.8627382
le-bol-de-riz,N1P5RN5,Le Bol de Riz,chaussée de Wavre 335,Etterbeek,0,1,"['bancontact', 'paypal', 'creditcard']",3.9,18,1,50,60,3.84,15.0,4.3803976,50.8363823
phopho,N1R71RO,PhoPho,Boulevard de Jardin Botanique 6,Bruxelles-Capitale,0,1,"['bancontact', 'paypal', 'creditcard']",4.5,31,1,55,65,5.59,18.0,4.3565052,50.8555002
tekince-kebap,N3NO0PO,Tekince Kebap,Rue Verte 245,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.1,524,1,35,45,2.99,12.0,4.3664397,50.8634253
the-purple-rose,N3P7R15,The Purple Rose,Rue Marché aux Herbes 97,Bruxelles-Capitale,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,60,70,5.59,18.0,4.354195,50.8464893
greengo,N3QOO0R,Green'Go Burger,chaussée de Louvain 27B,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.6,327,1,60,70,3.84,15.0,4.3711647,50.8495267
kitchen-151-brussels,N577R15,Kitchen 151 Brussels,Chaussée de Wavre 145,Elsene,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,30,40,5.59,18.0,4.3694367,50.8354636
les-4-freres-pizzeria,N70N175,Pizzeria Les 4 Frères,Rue de la Charité 4,Sint-Josse-ten-Noode,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,3.84,15.0,4.3701291,50.8488847
la-ruota-1,N71O71Q,La Ruota,Chaussée De Louvain 325,Bruxelles,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.2,239,0,40,65,5.0,25.0,4.3865518,50.8522368
otacos-brussels,N71QNRO,O'Tacos,Rue des Palais 66,Schaerbeek,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",2.4,581,1,65,75,0.0,15.0,4.3673348,50.8611178
china-express-ixelles,N7O3O37,China Express,Chaussée d'Ixelles 309,Ixelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.2,187,1,55,65,5.59,18.0,4.3698605,50.8294155
pizzeria-kocak,N7Q305Q,Pizzeria Koçak,Chaussée de Haecht 135,Schaerbeek,0,1,"['bancontact', 'paypal', 'creditcard']",4.1,64,1,60,70,2.99,12.0,4.3702574,50.8587785
jai-ho,NN0715O,Jai Ho,Boulevard Emile Jacqmain 84,Bruxelles,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.5,827,0,55,80,3.0,30.0,4.3539686,50.8541899
dilmon,NN1Q707,Zaline,Chaussée de Louvain 217,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",3.9,111,1,55,65,2.99,12.0,4.3817889,50.8509845
al-solito-posto,NN77R15,Al Solito Posto,Rue de l'Enseignement 73,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.4,9,1,55,65,3.84,15.0,4.3655629,50.8489774
new-annapurna,NNNR0QO,New Annapurna,rue De Laeken 26,Bruxelles,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.0,630,0,50,75,0.0,30.0,4.3507374,50.8519401
gatsu-gatsu,NNP3O37,Gatsu Gatsu,Rue du Marché aux Herbes 99,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.0,857,1,65,75,5.59,18.0,4.3542404,50.8464672
cuisine-speciale,NNRO3P7,Cuisine Spéciale,Chaussée de Roodebeek 250,Woluwe-Saint-Lambert,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.7,210,0,35,60,0.0,0.0,4.424885,50.8484236
bagel-corner,NO7RP0Q,Bagel Corner,Rue de Trèves 36,Ixelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.8,10,1,50,60,5.59,18.0,4.373372,50.8397656
snack-letang,NORQ7ON,Snack L'Étang,Rue de L'Etang 125,Etterbeek,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,55,65,3.84,15.0,4.3828158,50.8346899
sushiya,NP70537,Sushiya,Chaussée de Louvain 863,Evere,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",4.5,243,0,45,70,0.0,20.0,4.416408,50.8596481
indian-royal-fast-food,NQN57Q7,Indian Royal Fast Food,Boulevard du Jardin Botanique 8,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",3.9,50,1,50,60,5.59,18.0,4.3567264,50.8554443
banh-mi-express,NQO1O0Q,Banh Mi Express,Rue Froissard 137,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.4,38,1,50,60,3.84,15.0,4.383338,50.841555
yummy-bowl,NQR057Q,Yummy Bowl,Rue des Eperonniers 49,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.9,122,1,50,60,5.59,18.0,4.3532341,50.8453778
il-colosseo-bruxelles,NR300N5,Il Colosseo,boulevard Emile Jacqmain 74,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.5,124,1,45,55,5.59,18.0,4.3538156,50.8539322
pizza-king-bruxelles,NR5PN,Pizza King,Rue Verboeckhaven 2,Saint-Josse-ten-Noode,0,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",3.8,1186,0,30,55,3.5,15.0,4.3745241,50.8530623
snack-georges-henri,NRQQQ37,Snack Georges Henri,Avenue Georges Henri 289,Woluwe-Saint-Lambert,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.7,2363,0,40,65,0.0,22.0,4.4126857,50.8437401
enka,O0017RP,Enka,rue des Cultes 24,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.5,35,1,60,70,3.84,15.0,4.3675059,50.8503179
snack-felix-1,O013RNPN,Snack Felix,Avenue Felix Marchal 5,Schaerbeek,0,1,"['bancontact', 'paypal', 'creditcard']",3.4,35,1,50,60,0.5,12.0,4.3919207,50.8508108
standby,O01R1N01,Le Standby,Rue de Namur 72,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,55,65,5.59,18.0,4.361052,50.8395634
deas-pizza-ixelles,O0375011,Dea's Pizza,Rue Du Germoir 9,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.1,88,1,65,75,5.59,18.0,4.3796393,50.8297941
sun-wok-pizzas,O03NO7R1,Chez Sun Wok Sushi Teppanyaki,Chaussée de Wavre 657,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",3.5,62,1,55,65,3.84,15.0,4.3893413,50.8307369
my-madou,O03R5RR,My Madou,Rue de la charité 3,Sint-Joost-ten-Node,0,1,"['bancontact', 'paypal', 'creditcard']",4.5,85,1,60,70,3.84,15.0,4.370338,50.849019
from-be-for-you,O05RQ0QN,From BE for You,Rue de l'Hôpital 1,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,25,35,5.59,18.0,4.3527831,50.8444327
kroket,O07Q3N7N,Kroket,Rue Caroly 37,Ixelles,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,30,40,5.59,18.0,4.3705887,50.8386572
sushi-me-ixelles,O0N31PPN,Sushi Me,Rue de Trône 229,Ixelles,0,1,"['bancontact', 'paypal', 'creditcard']",3.5,51,1,55,65,5.59,18.0,4.3738239,50.8336806
la-pizza-bio-la-pizza-bio,O0O1037N,La Pizza Bio,Avenue Georges henri 411,Woluwe-Saint-Lambert,0,1,"['bancontact', 'paypal', 'creditcard']",3.7,8,1,65,75,2.99,12.0,4.407201,50.8424447
al-colosseo-forest,O0OOP501,Al Colosseo,Rue de Serbie 77,Forest,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.4,115,0,60,85,0.0,20.0,4.3318564,50.8283851
five-guys-bruxelles,O0P31R01,Five Guys,Nieuwstraat 123,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",3.3,333,1,60,70,5.59,18.0,4.3579242,50.854536
da-mario-take-away,O0Q7P011,Da Mario,Rue Victor Hugo 10,Schaerbeek,0,1,"['bancontact', 'paypal', 'creditcard']",4.3,43,1,60,70,2.99,12.0,4.3906603,50.8527395
koala,O0QO5RN1,Koala,Rue Royale 131,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,25,35,3.84,15.0,4.3653412,50.8520143
delices-agbalo,O0R301QN,Délices Agbalo,Chaussée d'Anvers 21,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.7,29,1,50,60,5.59,18.0,4.3544394,50.8583853
allo-beyrouth,O0RP3N7N,Allo Beyrouth,Rue François-Joseph Navez 16,Schaerbeek,0,1,"['bancontact', 'paypal', 'creditcard']",4.1,6,0,45,70,0.0,25.0,4.3716764,50.8702946
kebap-center,O10Q17N1,Kebap Center,Boulevard Adolph Max 61,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.1,52,1,45,55,5.59,18.0,4.355763,50.8534188
why-not,O13050PN,Why Not,Boulevard de l'Empereur 46,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",0.0,0,1,55,65,5.59,18.0,4.3518212,50.8421307
fresh-spicy,O13RORR,Indian Royal Spicy,Rue Belliard 189,Etterbeek,0,1,"['bancontact', 'paypal', 'creditcard']",3.4,245,1,55,65,3.84,15.0,4.3836209,50.8396664
beyranet,O170Q031,Beyranet,Chaussée de Haecht 105,Schaerbeek,0,1,"['bancontact', 'paypal', 'creditcard']",4.8,4,1,55,65,2.99,12.0,4.3697417,50.8578274
lucysushi,O17N155N,Lucy Sushi,Rue du Progrès 23,Saint-josse-ten-noode,0,1,"['bancontact', 'paypal', 'creditcard']",3.9,21,1,55,65,3.84,15.0,4.3588862,50.8571356
cocorico-bruxelles,O17NR0QN,Cocorico,Chaussée de Louvain 178,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.9,10,1,50,60,2.99,12.0,4.3775544,50.8497639
stick-that-meat-1,O1NQ0Q01,Stick that Meat,Rue Belliard 164,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",3.7,404,1,55,65,3.84,15.0,4.3788394,50.8405097
the-food-box-brussels,O1OO1031,The Food Box Brussels,Rue Grétry 47,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.3,50,0,25,50,0.0,25.0,4.3518465,50.8491299
gabys-sandwiches,O1PPOP7N,Gaby's Sandwiches,Place Wappers 11,Schaerbeek,0,1,"['bancontact', 'paypal', 'creditcard']",4.5,5,1,50,60,2.99,12.0,4.3955768,50.8448002
louisiana-grill-gourmet,O1PRP0QN,Louisiana Grill Gourmet,Rue de Laeken 70,Laeken,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,65,75,5.59,18.0,4.3513426,50.8532027
daily-pates-1,O1R10RP,Daily Pâtes,Rue Herman 24,Schaerbeek,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.4,458,0,10,20,0.0,20.0,4.3776722,50.8646372
rubens-grillade-1040,O1RN33PN,Grillade Rubens,Rue de l'Escadron 21,Etterbeek,0,1,"['bancontact', 'paypal', 'creditcard']",4.0,12,1,55,65,3.84,15.0,4.403117,50.8326438
donkis-wings,O30333PN,Donki's Wings,Place Jourdan 18,Etterbeek,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.1,7,1,60,70,3.84,15.0,4.3818125,50.8373332
tekince-doner,O31500PN,Tekince Döner,Place Liedts 28 A,Schaerbeek,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.8,95,1,45,55,2.99,12.0,4.3663657,50.8635753
joe-la-frite,O3311P7N,Joe La Frite,Avenue Stalingrad 113,Bruxelles,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.3,168,0,40,65,2.5,25.0,4.3413976,50.8396886
trattoria-al-dente,O333PQN1,Trattoria al Dente,Rue du Trône 22,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,55,65,5.59,18.0,4.3672455,50.8393684
keufte,O355017N,Keufte,Rue de la Brasserie 109/111,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",3.4,9,1,60,70,5.59,18.0,4.3744168,50.8279567
pizzeria-saint-pierre-etterbeek,O355P17N,Pizzeria Saint-Pierre,Place Saint-Pierre 10,Etterbeek,0,1,"['bancontact', 'paypal', 'creditcard']",3.1,3,1,55,65,1.35,15.0,4.3958897,50.8367326
miracle,O3O0017N,Miracle,Avenue de la Chasse 7,Etterbeek,0,1,"['bancontact', 'paypal', 'creditcard']",3.9,41,1,60,70,3.84,15.0,4.3904781,50.8306611
tip-top-burger,O3O050PN,TIP TOP Burger,Boulevard Leopold II 97,Molenbeek-Saint-Jean,0,1,"['bancontact', 'paypal', 'creditcard']",3.9,98,0,50,75,0.0,30.0,4.3401049,50.8607351
